cathode,anode,0
0.0,0.0,23.1052283258
0.1,0.0,23.1052283258
0.2,0.0,28.452484467200044
0.30000000000000004,0.0,33.12823848910004
0.4,0.0,43.02364363350001
0.5,0.0,43.02364363350001
0.6000000000000001,0.0,43.02364363350001
0.7000000000000001,0.0,43.02364363350001
0.8,0.0,43.00615739400001
0.9,0.0,42.8834346304
1.0,0.0,42.8834346304
1.1,0.0,41.851325628
1.2000000000000002,0.0,41.851325628
1.3,0.0,41.851325628
1.4000000000000001,0.0,42.02978721299999
1.5,0.0,42.02978721299999
1.6,0.0,42.02978721299999
1.7000000000000002,0.0,42.072145761799995
1.8,0.0,39.00237235969998
1.9000000000000001,0.0,39.00237235969998
2.0,0.0,39.00237235969998
2.1,0.0,39.00237235969998
2.2,0.0,39.00237235969998
2.3000000000000003,0.0,38.114170509599994
2.4000000000000004,0.0,38.114170509599994
2.5,0.0,38.114170509599994
2.6,0.0,38.16339725009999
2.7,0.0,38.16339725009999
2.8000000000000003,0.0,39.2219103225
2.9000000000000004,0.0,39.2219103225
3.0,0.0,39.2219103225
3.1,0.0,39.2219103225
3.2,0.0,39.2219103225
3.3000000000000003,0.0,39.282350645399994
3.4000000000000004,0.0,39.282350645399994
3.5,0.0,39.282350645399994
3.6,0.0,39.225178404699996
3.7,0.0,39.225178404699996
3.8000000000000003,0.0,39.225178404699996
3.9000000000000004,0.0,39.225178404699996
4.0,0.0,39.225178404699996
0.0,0.1,23.1052283258
0.1,0.1,23.1052283258
0.2,0.1,28.452484467200044
0.30000000000000004,0.1,33.12823848910004
0.4,0.1,43.02364363350001
0.5,0.1,43.02364363350001
0.6000000000000001,0.1,43.02364363350001
0.7000000000000001,0.1,43.02364363350001
0.8,0.1,43.00615739400001
0.9,0.1,42.8834346304
1.0,0.1,42.8834346304
1.1,0.1,41.851325628
1.2000000000000002,0.1,41.851325628
1.3,0.1,41.851325628
1.4000000000000001,0.1,42.02978721299999
1.5,0.1,42.02978721299999
1.6,0.1,42.02978721299999
1.7000000000000002,0.1,42.072145761799995
1.8,0.1,39.00237235969998
1.9000000000000001,0.1,39.00237235969998
2.0,0.1,39.00237235969998
2.1,0.1,39.00237235969998
2.2,0.1,39.00237235969998
2.3000000000000003,0.1,38.114170509599994
2.4000000000000004,0.1,38.114170509599994
2.5,0.1,38.114170509599994
2.6,0.1,38.16339725009999
2.7,0.1,38.16339725009999
2.8000000000000003,0.1,39.2219103225
2.9000000000000004,0.1,39.2219103225
3.0,0.1,39.2219103225
3.1,0.1,39.2219103225
3.2,0.1,39.2219103225
3.3000000000000003,0.1,39.282350645399994
3.4000000000000004,0.1,39.282350645399994
3.5,0.1,39.282350645399994
3.6,0.1,39.225178404699996
3.7,0.1,39.225178404699996
3.8000000000000003,0.1,39.225178404699996
3.9000000000000004,0.1,39.225178404699996
4.0,0.1,39.225178404699996
0.0,0.2,20.068827136699998
0.1,0.2,20.068827136699998
0.2,0.2,21.104351119900013
0.30000000000000004,0.2,21.613436239000016
0.4,0.2,24.88786820810002
0.5,0.2,24.88786820810002
0.6000000000000001,0.2,24.88786820810002
0.7000000000000001,0.2,24.88786820810002
0.8,0.2,24.875913709000024
0.9,0.2,25.25382625840002
1.0,0.2,25.25382625840002
1.1,0.2,25.016573748799996
1.2000000000000002,0.2,25.016573748799996
1.3,0.2,25.016573748799996
1.4000000000000001,0.2,25.78924655039999
1.5,0.2,25.78924655039999
1.6,0.2,25.78924655039999
1.7000000000000002,0.2,25.81533310389999
1.8,0.2,21.93702591920001
1.9000000000000001,0.2,21.798370999400014
2.0,0.2,21.798370999400014
2.1,0.2,21.798370999400014
2.2,0.2,21.798370999400014
2.3000000000000003,0.2,20.69005082330001
2.4000000000000004,0.2,20.69005082330001
2.5,0.2,20.69005082330001
2.6,0.2,20.879962045200003
2.7,0.2,20.879962045200003
2.8000000000000003,0.2,22.898743665400005
2.9000000000000004,0.2,22.898743665400005
3.0,0.2,22.898743665400005
3.1,0.2,22.898743665400005
3.2,0.2,22.898743665400005
3.3000000000000003,0.2,22.959183988300005
3.4000000000000004,0.2,22.959183988300005
3.5,0.2,22.959183988300005
3.6,0.2,22.868862602200007
3.7,0.2,22.868862602200007
3.8000000000000003,0.2,22.868862602200007
3.9000000000000004,0.2,22.868862602200007
4.0,0.2,22.868862602200007
0.0,0.30000000000000004,19.65635026825999
0.1,0.30000000000000004,19.65635026825999
0.2,0.30000000000000004,20.693529692660007
0.30000000000000004,0.30000000000000004,21.202614811760007
0.4,0.30000000000000004,24.607339676760002
0.5,0.30000000000000004,24.607339676760002
0.6000000000000001,0.30000000000000004,24.607339676760002
0.7000000000000001,0.30000000000000004,24.607339676760002
0.8,0.30000000000000004,24.595385177660006
0.9,0.30000000000000004,25.137429624600003
1.0,0.30000000000000004,25.137429624600003
1.1,0.30000000000000004,24.900177114999977
1.2000000000000002,0.30000000000000004,24.900177114999977
1.3,0.30000000000000004,24.900177114999977
1.4000000000000001,0.30000000000000004,25.73861365629997
1.5,0.30000000000000004,25.73861365629997
1.6,0.30000000000000004,25.73861365629997
1.7000000000000002,0.30000000000000004,25.73379809639997
1.8,0.30000000000000004,21.418650183400008
1.9000000000000001,0.30000000000000004,21.279995263600007
2.0,0.30000000000000004,21.279995263600007
2.1,0.30000000000000004,21.279995263600007
2.2,0.30000000000000004,21.279995263600007
2.3000000000000003,0.30000000000000004,20.083346657200007
2.4000000000000004,0.30000000000000004,20.083346657200007
2.5,0.30000000000000004,20.083346657200007
2.6,0.30000000000000004,20.341748180400003
2.7,0.30000000000000004,20.341748180400003
2.8000000000000003,0.30000000000000004,22.6321721554
2.9000000000000004,0.30000000000000004,22.6321721554
3.0,0.30000000000000004,22.6321721554
3.1,0.30000000000000004,22.6321721554
3.2,0.30000000000000004,22.6321721554
3.3000000000000003,0.30000000000000004,22.6926124783
3.4000000000000004,0.30000000000000004,22.6926124783
3.5,0.30000000000000004,22.6926124783
3.6,0.30000000000000004,22.602291092199998
3.7,0.30000000000000004,22.602291092199998
3.8000000000000003,0.30000000000000004,22.602291092199998
3.9000000000000004,0.30000000000000004,22.602291092199998
4.0,0.30000000000000004,22.602291092199998
0.0,0.4,17.470602560579994
0.1,0.4,17.470602560579994
0.2,0.4,18.219356753880003
0.30000000000000004,0.4,18.357472416680004
0.4,0.4,20.06434515497999
0.5,0.4,20.06434515497999
0.6000000000000001,0.4,20.06434515497999
0.7000000000000001,0.4,20.06434515497999
0.8,0.4,20.03605679867999
0.9,0.4,20.90897773176001
1.0,0.4,20.90897773176001
1.1,0.4,21.077074697960008
1.2000000000000002,0.4,21.077074697960008
1.3,0.4,21.323029580060002
1.4000000000000001,0.4,22.34707386346
1.5,0.4,22.34707386346
1.6,0.4,22.28478234046
1.7000000000000002,0.4,22.2849990046
1.8,0.4,17.829532827300028
1.9000000000000001,0.4,17.669484075900026
2.0,0.4,17.669484075900026
2.1,0.4,17.669484075900026
2.2,0.4,17.669484075900026
2.3000000000000003,0.4,15.526529174000016
2.4000000000000004,0.4,15.526529174000016
2.5,0.4,15.526529174000016
2.6,0.4,15.99040160110001
2.7,0.4,15.99040160110001
2.8000000000000003,0.4,20.197389662800003
2.9000000000000004,0.4,20.197389662800003
3.0,0.4,20.197389662800003
3.1,0.4,20.197389662800003
3.2,0.4,20.197389662800003
3.3000000000000003,0.4,20.2578299857
3.4000000000000004,0.4,20.2578299857
3.5,0.4,20.2578299857
3.6,0.4,20.1675085996
3.7,0.4,20.1675085996
3.8000000000000003,0.4,20.1675085996
3.9000000000000004,0.4,20.1675085996
4.0,0.4,20.1675085996
0.0,0.5,15.598338916719998
0.1,0.5,15.598338916719998
0.2,0.5,15.938544981220002
0.30000000000000004,0.5,16.076660644020002
0.4,0.5,16.33261948102
0.5,0.5,16.33261948102
0.6000000000000001,0.5,16.33261948102
0.7000000000000001,0.5,16.33261948102
0.8,0.5,16.23170669552
0.9,0.5,17.879195740700016
1.0,0.5,17.879195740700016
1.1,0.5,18.495398625400014
1.2000000000000002,0.5,18.495398625400014
1.3,0.5,19.736436680280015
1.4000000000000001,0.5,20.731100600170006
1.5,0.5,20.731100600170006
1.6,0.5,20.606517554170008
1.7000000000000002,0.5,20.76467088401
1.8,0.5,18.989345851240003
1.9000000000000001,0.5,18.669248348440004
2.0,0.5,18.669248348440004
2.1,0.5,18.669248348440004
2.2,0.5,18.706836536340003
2.3000000000000003,0.5,14.098745888500009
2.4000000000000004,0.5,14.098745888500009
2.5,0.5,14.098745888500009
2.6,0.5,14.485738254600003
2.7,0.5,14.485738254600003
2.8000000000000003,0.5,20.912341139599985
2.9000000000000004,0.5,20.912341139599985
3.0,0.5,20.912341139599985
3.1,0.5,20.871577812399984
3.2,0.5,20.871577812399984
3.3000000000000003,0.5,20.93201813529998
3.4000000000000004,0.5,20.93201813529998
3.5,0.5,20.93201813529998
3.6,0.5,20.913766035099982
3.7,0.5,20.913766035099982
3.8000000000000003,0.5,20.913766035099982
3.9000000000000004,0.5,20.913766035099982
4.0,0.5,20.913766035099982
0.0,0.6000000000000001,15.598338916719998
0.1,0.6000000000000001,15.598338916719998
0.2,0.6000000000000001,15.938544981220002
0.30000000000000004,0.6000000000000001,16.076660644020002
0.4,0.6000000000000001,16.33261948102
0.5,0.6000000000000001,16.33261948102
0.6000000000000001,0.6000000000000001,16.33261948102
0.7000000000000001,0.6000000000000001,16.33261948102
0.8,0.6000000000000001,16.23170669552
0.9,0.6000000000000001,17.879195740700016
1.0,0.6000000000000001,17.879195740700016
1.1,0.6000000000000001,18.495398625400014
1.2000000000000002,0.6000000000000001,18.495398625400014
1.3,0.6000000000000001,19.736436680280015
1.4000000000000001,0.6000000000000001,20.731100600170006
1.5,0.6000000000000001,20.731100600170006
1.6,0.6000000000000001,20.606517554170008
1.7000000000000002,0.6000000000000001,20.829385234009997
1.8,0.6000000000000001,19.105831681239998
1.9000000000000001,0.6000000000000001,18.78573417844
2.0,0.6000000000000001,18.78573417844
2.1,0.6000000000000001,18.78573417844
2.2,0.6000000000000001,18.82332236634
2.3000000000000003,0.6000000000000001,14.150517368500006
2.4000000000000004,0.6000000000000001,14.150517368500006
2.5,0.6000000000000001,14.150517368500006
2.6,0.6000000000000001,14.498681124600003
2.7,0.6000000000000001,14.498681124600003
2.8000000000000003,0.6000000000000001,20.92528400959998
2.9000000000000004,0.6000000000000001,20.92528400959998
3.0,0.6000000000000001,20.92528400959998
3.1,0.6000000000000001,20.884520682399984
3.2,0.6000000000000001,20.884520682399984
3.3000000000000003,0.6000000000000001,20.944961005299984
3.4000000000000004,0.6000000000000001,20.944961005299984
3.5,0.6000000000000001,20.944961005299984
3.6,0.6000000000000001,20.926708905099982
3.7,0.6000000000000001,20.926708905099982
3.8000000000000003,0.6000000000000001,20.926708905099982
3.9000000000000004,0.6000000000000001,20.926708905099982
4.0,0.6000000000000001,20.926708905099982
0.0,0.7000000000000001,15.460969281020002
0.1,0.7000000000000001,15.460969281020002
0.2,0.7000000000000001,15.794314656020003
0.30000000000000004,0.7000000000000001,15.932430318820003
0.4,0.7000000000000001,16.06697926232
0.5,0.7000000000000001,16.06697926232
0.6000000000000001,0.7000000000000001,16.06697926232
0.7000000000000001,0.7000000000000001,16.06697926232
0.8,0.7000000000000001,15.946724298320003
0.9,0.7000000000000001,17.598336166800017
1.0,0.7000000000000001,17.598336166800017
1.1,0.7000000000000001,18.175400533700017
1.2000000000000002,0.7000000000000001,18.175400533700017
1.3,0.7000000000000001,18.89122894368002
1.4000000000000001,0.7000000000000001,19.679189008370017
1.5,0.7000000000000001,19.679189008370017
1.6,0.7000000000000001,19.616897485370018
1.7000000000000002,0.7000000000000001,19.668858279110008
1.8,0.7000000000000001,17.682226996740013
1.9000000000000001,0.7000000000000001,17.442153869640013
2.0,0.7000000000000001,17.442153869640013
2.1,0.7000000000000001,17.442153869640013
2.2,0.7000000000000001,17.47974205754001
2.3000000000000003,0.7000000000000001,13.92574217260001
2.4000000000000004,0.7000000000000001,13.92574217260001
2.5,0.7000000000000001,13.92574217260001
2.6,0.7000000000000001,14.176785769200002
2.7,0.7000000000000001,14.176785769200002
2.8000000000000003,0.7000000000000001,20.18196813009999
2.9000000000000004,0.7000000000000001,20.18196813009999
3.0,0.7000000000000001,20.18196813009999
3.1,0.7000000000000001,20.136330374699988
3.2,0.7000000000000001,20.136330374699988
3.3000000000000003,0.7000000000000001,20.196770697599987
3.4000000000000004,0.7000000000000001,20.196770697599987
3.5,0.7000000000000001,20.196770697599987
3.6,0.7000000000000001,20.226564787999987
3.7,0.7000000000000001,20.226564787999987
3.8000000000000003,0.7000000000000001,20.226564787999987
3.9000000000000004,0.7000000000000001,20.226564787999987
4.0,0.7000000000000001,20.226564787999987
0.0,0.8,13.042687704470005
0.1,0.8,13.042687704470005
0.2,0.8,13.299586337070004
0.30000000000000004,0.8,13.661548939220006
0.4,0.8,13.708620444220003
0.5,0.8,13.708620444220003
0.6000000000000001,0.8,13.708620444220003
0.7000000000000001,0.8,13.708620444220003
0.8,0.8,13.588365480220004
0.9,0.8,14.961234173160015
1.0,0.8,14.961234173160015
1.1,0.8,15.332950245540019
1.2000000000000002,0.8,15.332950245540019
1.3,0.8,16.578413620240024
1.4000000000000001,0.8,17.220047205380023
1.5,0.8,17.220047205380023
1.6,0.8,17.17851952338002
1.7000000000000002,0.8,17.091948235320018
1.8,0.8,15.72244503772002
1.9000000000000001,0.8,15.64242066202002
2.0,0.8,15.64242066202002
2.1,0.8,15.64242066202002
2.2,0.8,15.64242066202002
2.3000000000000003,0.8,13.329921993420012
2.4000000000000004,0.8,13.329921993420012
2.5,0.8,13.329921993420012
2.6,0.8,14.028641854260007
2.7,0.8,14.028641854260007
2.8000000000000003,0.8,17.05674659396001
2.9000000000000004,0.8,17.05674659396001
3.0,0.8,17.05674659396001
3.1,0.8,17.09893984070001
3.2,0.8,17.09893984070001
3.3000000000000003,0.8,17.15938016360001
3.4000000000000004,0.8,17.15938016360001
3.5,0.8,17.15938016360001
3.6,0.8,17.765461941800005
3.7,0.8,17.765461941800005
3.8000000000000003,0.8,17.765461941800005
3.9000000000000004,0.8,17.765461941800005
4.0,0.8,17.765461941800005
0.0,0.9,13.042687704470005
0.1,0.9,13.042687704470005
0.2,0.9,13.299586337070004
0.30000000000000004,0.9,13.661548939220006
0.4,0.9,13.708620444220003
0.5,0.9,13.708620444220003
0.6000000000000001,0.9,13.708620444220003
0.7000000000000001,0.9,13.708620444220003
0.8,0.9,13.588365480220004
0.9,0.9,14.961234173160015
1.0,0.9,14.961234173160015
1.1,0.9,15.332950245540019
1.2000000000000002,0.9,15.332950245540019
1.3,0.9,16.578413620240024
1.4000000000000001,0.9,17.220047205380023
1.5,0.9,17.220047205380023
1.6,0.9,17.17851952338002
1.7000000000000002,0.9,17.091948235320018
1.8,0.9,15.72244503772002
1.9000000000000001,0.9,15.64242066202002
2.0,0.9,15.64242066202002
2.1,0.9,15.64242066202002
2.2,0.9,15.64242066202002
2.3000000000000003,0.9,13.329921993420012
2.4000000000000004,0.9,13.329921993420012
2.5,0.9,13.329921993420012
2.6,0.9,14.028641854260007
2.7,0.9,14.028641854260007
2.8000000000000003,0.9,17.05674659396001
2.9000000000000004,0.9,17.05674659396001
3.0,0.9,17.05674659396001
3.1,0.9,17.09893984070001
3.2,0.9,17.09893984070001
3.3000000000000003,0.9,17.15938016360001
3.4000000000000004,0.9,17.15938016360001
3.5,0.9,17.15938016360001
3.6,0.9,17.765461941800005
3.7,0.9,17.765461941800005
3.8000000000000003,0.9,17.765461941800005
3.9000000000000004,0.9,17.765461941800005
4.0,0.9,17.765461941800005
0.0,1.0,10.52011756649001
0.1,1.0,10.52011756649001
0.2,1.0,10.63890053629001
0.30000000000000004,1.0,11.290509201880012
0.4,1.0,11.277567227680011
0.5,1.0,11.277567227680011
0.6000000000000001,1.0,11.277567227680011
0.7000000000000001,1.0,11.277567227680011
0.8,1.0,11.28171603298001
0.9,1.0,12.376241295820016
1.0,1.0,12.376241295820016
1.1,1.0,12.625127245070017
1.2000000000000002,1.0,12.625127245070017
1.3,1.0,13.940246193170024
1.4000000000000001,1.0,14.575082684090019
1.5,1.0,14.575082684090019
1.6,1.0,14.53355500209002
1.7000000000000002,1.0,14.536779931030019
1.8,1.0,13.899198354690016
1.9000000000000001,1.0,13.819173978990015
2.0,1.0,13.819173978990015
2.1,1.0,13.819173978990015
2.2,1.0,13.819173978990015
2.3000000000000003,1.0,12.637846154240012
2.4000000000000004,1.0,12.637846154240012
2.5,1.0,12.637846154240012
2.6,1.0,14.078601415360016
2.7,1.0,14.078601415360016
2.8000000000000003,1.0,15.515917466460014
2.9000000000000004,1.0,15.515917466460014
3.0,1.0,15.515917466460014
3.1,1.0,15.558110713200012
3.2,1.0,15.558110713200012
3.3000000000000003,1.0,15.618551036100014
3.4000000000000004,1.0,15.618551036100014
3.5,1.0,15.618551036100014
3.6,1.0,16.430422430810005
3.7,1.0,16.430422430810005
3.8000000000000003,1.0,16.430422430810005
3.9000000000000004,1.0,16.430422430810005
4.0,1.0,16.430422430810005
0.0,1.1,10.114059375040007
0.1,1.1,10.114059375040007
0.2,1.1,10.232842344840007
0.30000000000000004,1.1,10.93254534710001
0.4,1.1,10.91960337290001
0.5,1.1,10.91960337290001
0.6000000000000001,1.1,10.91960337290001
0.7000000000000001,1.1,10.91960337290001
0.8,1.1,10.92375217820001
0.9,1.1,12.091635622170017
1.0,1.1,12.091635622170017
1.1,1.1,12.340521571420018
1.2000000000000002,1.1,12.340521571420018
1.3,1.1,13.786320982060024
1.4000000000000001,1.1,14.47847975439002
1.5,1.1,14.47847975439002
1.6,1.1,14.45771591339002
1.7000000000000002,1.1,14.46094084233002
1.8,1.1,13.823359265990016
1.9000000000000001,1.1,13.823359265990016
2.0,1.1,13.823359265990016
2.1,1.1,13.823359265990016
2.2,1.1,13.823359265990016
2.3000000000000003,1.1,12.642031441240013
2.4000000000000004,1.1,12.642031441240013
2.5,1.1,12.642031441240013
2.6,1.1,14.082786702360016
2.7,1.1,14.082786702360016
2.8000000000000003,1.1,15.400397546360017
2.9000000000000004,1.1,15.400397546360017
3.0,1.1,15.400397546360017
3.1,1.1,15.442590793100015
3.2,1.1,15.442590793100015
3.3000000000000003,1.1,15.503031116000015
3.4000000000000004,1.1,15.503031116000015
3.5,1.1,15.503031116000015
3.6,1.1,16.31490251071001
3.7,1.1,16.31490251071001
3.8000000000000003,1.1,16.31490251071001
3.9000000000000004,1.1,16.31490251071001
4.0,1.1,16.31490251071001
0.0,1.2000000000000002,9.692791353660006
0.1,1.2000000000000002,9.692791353660006
0.2,1.2000000000000002,9.811574323460006
0.30000000000000004,1.2000000000000002,10.595827577080009
0.4,1.2000000000000002,10.557282670480008
0.5,1.2000000000000002,10.557282670480008
0.6000000000000001,1.2000000000000002,10.557282670480008
0.7000000000000001,1.2000000000000002,10.557282670480008
0.8,1.2000000000000002,10.561431475780006
0.9,1.2000000000000002,11.739635692840013
1.0,1.2000000000000002,11.739635692840013
1.1,1.2000000000000002,11.863497367690012
1.2000000000000002,1.2000000000000002,11.863497367690012
1.3,1.2000000000000002,13.245356433250016
1.4000000000000001,1.2000000000000002,13.994837486990019
1.5,1.2000000000000002,13.994837486990019
1.6,1.2000000000000002,13.974073645990018
1.7000000000000002,1.2000000000000002,13.917326086130014
1.8,1.2000000000000002,13.463524333190016
1.9000000000000001,1.2000000000000002,13.463524333190016
2.0,1.2000000000000002,13.463524333190016
2.1,1.2000000000000002,13.463524333190016
2.2,1.2000000000000002,13.463524333190016
2.3000000000000003,1.2000000000000002,12.464206618340011
2.4000000000000004,1.2000000000000002,12.464206618340011
2.5,1.2000000000000002,12.464206618340011
2.6,1.2000000000000002,13.995712800060014
2.7,1.2000000000000002,13.995712800060014
2.8000000000000003,1.2000000000000002,15.255683569260013
2.9000000000000004,1.2000000000000002,15.255683569260013
3.0,1.2000000000000002,15.255683569260013
3.1,1.2000000000000002,15.297876816000011
3.2,1.2000000000000002,15.297876816000011
3.3000000000000003,1.2000000000000002,15.358317138900013
3.4000000000000004,1.2000000000000002,15.358317138900013
3.5,1.2000000000000002,15.358317138900013
3.6,1.2000000000000002,16.17018853361001
3.7,1.2000000000000002,16.17018853361001
3.8000000000000003,1.2000000000000002,16.17018853361001
3.9000000000000004,1.2000000000000002,16.17018853361001
4.0,1.2000000000000002,16.17018853361001
0.0,1.3,5.646459670920001
0.1,1.3,5.646459670920001
0.2,1.3,5.646459670920001
0.30000000000000004,1.3,7.040711774040009
0.4,1.3,7.040711774040009
0.5,1.3,7.040711774040009
0.6000000000000001,1.3,7.040711774040009
0.7000000000000001,1.3,7.040711774040009
0.8,1.3,7.040711774040009
0.9,1.3,7.495517872610009
1.0,1.3,7.495517872610009
1.1,1.3,8.111259167840009
1.2000000000000002,1.3,8.111259167840009
1.3,1.3,9.755416411860004
1.4000000000000001,1.3,10.818088642809998
1.5,1.3,10.818088642809998
1.6,1.3,10.797324801809998
1.7000000000000002,1.3,11.058056162509999
1.8,1.3,11.246491535890002
1.9000000000000001,1.3,11.246491535890002
2.0,1.3,11.246491535890002
2.1,1.3,11.246491535890002
2.2,1.3,11.246491535890002
2.3000000000000003,1.3,11.236351046100005
2.4000000000000004,1.3,11.236351046100005
2.5,1.3,11.236351046100005
2.6,1.3,13.824363515760021
2.7,1.3,13.824363515760021
2.8000000000000003,1.3,14.42680036066002
2.9000000000000004,1.3,14.42680036066002
3.0,1.3,14.42680036066002
3.1,1.3,14.51870119079002
3.2,1.3,14.51870119079002
3.3000000000000003,1.3,14.51870119079002
3.4000000000000004,1.3,14.51870119079002
3.5,1.3,14.51870119079002
3.6,1.3,14.803167338710017
3.7,1.3,14.803167338710017
3.8000000000000003,1.3,14.803167338710017
3.9000000000000004,1.3,14.803167338710017
4.0,1.3,14.803167338710017
0.0,1.4000000000000001,5.646459670920001
0.1,1.4000000000000001,5.646459670920001
0.2,1.4000000000000001,5.646459670920001
0.30000000000000004,1.4000000000000001,7.040711774040009
0.4,1.4000000000000001,7.040711774040009
0.5,1.4000000000000001,7.040711774040009
0.6000000000000001,1.4000000000000001,7.040711774040009
0.7000000000000001,1.4000000000000001,7.040711774040009
0.8,1.4000000000000001,7.040711774040009
0.9,1.4000000000000001,7.495517872610009
1.0,1.4000000000000001,7.495517872610009
1.1,1.4000000000000001,8.111259167840009
1.2000000000000002,1.4000000000000001,8.111259167840009
1.3,1.4000000000000001,9.755416411860004
1.4000000000000001,1.4000000000000001,10.818088642809998
1.5,1.4000000000000001,10.818088642809998
1.6,1.4000000000000001,10.797324801809998
1.7000000000000002,1.4000000000000001,11.058056162509999
1.8,1.4000000000000001,11.246491535890002
1.9000000000000001,1.4000000000000001,11.246491535890002
2.0,1.4000000000000001,11.246491535890002
2.1,1.4000000000000001,11.246491535890002
2.2,1.4000000000000001,11.246491535890002
2.3000000000000003,1.4000000000000001,11.236351046100005
2.4000000000000004,1.4000000000000001,11.236351046100005
2.5,1.4000000000000001,11.236351046100005
2.6,1.4000000000000001,13.824363515760021
2.7,1.4000000000000001,13.824363515760021
2.8000000000000003,1.4000000000000001,14.42680036066002
2.9000000000000004,1.4000000000000001,14.42680036066002
3.0,1.4000000000000001,14.42680036066002
3.1,1.4000000000000001,14.51870119079002
3.2,1.4000000000000001,14.51870119079002
3.3000000000000003,1.4000000000000001,14.51870119079002
3.4000000000000004,1.4000000000000001,14.51870119079002
3.5,1.4000000000000001,14.51870119079002
3.6,1.4000000000000001,14.803167338710017
3.7,1.4000000000000001,14.803167338710017
3.8000000000000003,1.4000000000000001,14.803167338710017
3.9000000000000004,1.4000000000000001,14.803167338710017
4.0,1.4000000000000001,14.803167338710017
0.0,1.5,5.646459670920001
0.1,1.5,5.646459670920001
0.2,1.5,5.646459670920001
0.30000000000000004,1.5,7.040711774040009
0.4,1.5,7.040711774040009
0.5,1.5,7.040711774040009
0.6000000000000001,1.5,7.040711774040009
0.7000000000000001,1.5,7.040711774040009
0.8,1.5,7.040711774040009
0.9,1.5,7.495517872610009
1.0,1.5,7.495517872610009
1.1,1.5,8.111259167840009
1.2000000000000002,1.5,8.111259167840009
1.3,1.5,9.755416411860004
1.4000000000000001,1.5,10.818088642809998
1.5,1.5,10.818088642809998
1.6,1.5,10.797324801809998
1.7000000000000002,1.5,11.058056162509999
1.8,1.5,11.246491535890002
1.9000000000000001,1.5,11.246491535890002
2.0,1.5,11.246491535890002
2.1,1.5,11.246491535890002
2.2,1.5,11.246491535890002
2.3000000000000003,1.5,11.236351046100005
2.4000000000000004,1.5,11.236351046100005
2.5,1.5,11.236351046100005
2.6,1.5,13.824363515760021
2.7,1.5,13.824363515760021
